Movie Name,Star 1,Star 2,Star 3,Star 4,Votes,Genre 1,Genre 2,Genre 3,Gross Collection,Certification
 Real Steel , Hugh Jackman, Evangeline Lilly, Dakota Goyo, Anthony Mackie,341143,Action, Drama, Sci-Fi, $85.47M,UA
 Deja Vu , Denzel Washington, Paula Patton, Jim Caviezel, Val Kilmer,318095,Action, Crime, Sci-Fi, $64.04M,UA
 Allied , Brad Pitt, Marion Cotillard, Jared Harris, Vincent Ebrahim,162853,Action, Drama, Romance, $40.10M,18
 We Were Soldiers , Mel Gibson, Madeleine Stowe, Greg Kinnear, Sam Elliott,146688,Action, Drama, History, $78.12M,UA
 God Bless America , Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith, Melinda Page Hamilton,71083,Action, Comedy, Crime, $0.12M,R
 Kung Fu Panda 3 , Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie,170625,Animation, Action, Adventure, $143.53M,U
 No Way Out , Kevin Costner, Gene Hackman, Sean Young, Will Patton,42949,Action, Crime, Drama, $35.51M,UA
 The Poseidon Adventure , Gene Hackman, Ernest Borgnine, Shelley Winters, Red Buttons,47292,Action, Adventure, Drama, $84.56M,U
 Deepwater Horizon , Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont,174457,Action, Drama, History, $61.43M,UA
 Payback , Mel Gibson, Gregg Henry, Maria Bello, David Paymer,141578,Action, Crime, Drama, $81.53M,A
 Casualties of War , Michael J. Fox, Sean Penn, Don Harvey, John C. Reilly,46385,Action, Crime, Drama, $18.67M,UA
 Defiance , Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos,152133,Action, Drama, History, $28.64M,R
 Die Hard 2 , Bruce Willis, William Atherton, Bonnie Bedelia, Reginald VelJohnson,370900,Action, Thriller,N/A, $117.54M,A
 Three Kings , George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze,176082,Action, Adventure, Comedy, $60.65M,UA
 Ong-Bak: The Thai Warrior , Tony Jaa, Phetthai Vongkumlao, Pumwaree Yodkamol, Suchao Pongwilai,76458,Action, Crime, Thriller, $4.56M,R
 Brawl in Cell Block 99 , Vince Vaughn, Jennifer Carpenter, Don Johnson, Udo Kier,70929,Action, Crime, Drama,N/A,18
 Flags of Our Fathers , Ryan Phillippe, Barry Pepper, Joseph Cross, Jesse Bradford,126284,Action, Adventure, Drama, $33.60M,U
 Megan Leavey , Kate Mara, Ramón Rodríguez, Tom Felton, Bradley Whitford,25070,Action, Biography, Drama, $13.41M,PG-13
 The Girl Who Played with Fire , Noomi Rapace, Michael Nyqvist, Lena Endre, Peter Andersson,96875,Action, Crime, Drama, $9.08M,R
 Kon-Tiki , Pål Sverre Hagen, Anders Baasmo, Gustaf Skarsgård, Odd-Magnus Williamson,50531,Action, Adventure, Biography, $1.52M,Not Rated
 Mosul , Waleed Elgadi, Suhail Dabbach, Adam Bessa, Is'haq Elias,28533,Action, Drama, War,N/A,18
 District B13 , Cyril Raffaelli, David Belle, Tony D'Amario, Bibi Naceri,72122,Action, Crime, Sci-Fi, $1.20M,UA 16+
 In Order of Disappearance , Stellan Skarsgård, Bruno Ganz, Pål Sverre Hagen, Jakob Oftebro,28142,Action, Comedy, Crime, $0.05M,R
 JCVD , Jean-Claude Van Damme, Valérie Bodson, Hervé Sogne, Rock Chen,39647,Action, Comedy, Crime, $0.47M,R
 Dragon Ball Z: Battle of Gods , Masako Nozawa, Hiromi Tsuru, Ryô Horikawa, Masaharu Satô,28965,Animation, Action, Adventure, $2.55M,U
 Kaabil , Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy,28047,Action, Crime, Drama,N/A,UA
 Don , Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal, Isha Koppikar,38961,Action, Crime, Thriller, $0.80M,UA
 Enthiran , Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa, Santhanam,28711,Action, Sci-Fi, Thriller, $4.37M,U
 Micmacs , Dany Boon, André Dussollier, Nicolas Marié, Yolande Moreau,30813,Action, Comedy, Crime, $1.26M,R
 Koi, Hrithik Roshan, Rekha, Preity G Zinta, Rakesh Roshan,25697,Action, Drama, Romance, $0.68M,U
 Fanaa , Aamir Khan, Kajol, Rishi Kapoor, Tabu,33927,Action, Drama, Romance, $2.10M,U
 Marighella , Seu Jorge, Bruno Gagliasso, Luiz Carlos Vasconcelos, Humberto Carrão,55599,Action, Drama, History,N/A,N/A
 Gabbar Is Back , Akshay Kumar, Shruti Haasan, Kareena Kapoor, Suman,25803,Action, Crime, Drama,N/A,UA
 Transformers , Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson,653439,Action, Adventure, Sci-Fi, $319.25M,UA
 Shazam! , Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer,364968,Action, Adventure, Comedy, $140.37M,UA
 The Unbearable Weight of Massive Talent , Nicolas Cage, Pedro Pascal, Tiffany Haddish, Sharon Horgan,124973,Action, Comedy, Crime,N/A,A
 The Northman , Alexander Skarsgård, Nicole Kidman, Claes Bang, Ethan Hawke,229060,Action, Adventure, Drama, $34.23M,R
 The Kingdom , Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman,128955,Action, Drama, Thriller, $47.54M,A
 Fast & Furious 6 , Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez,405075,Action, Adventure, Crime, $238.68M,UA
 Unleashed , Jet Li, Bob Hoskins, Morgan Freeman, Kerry Condon,105685,Action, Crime, Drama, $24.52M,A
 Jack Reacher , Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog,350436,Action, Mystery, Thriller, $80.07M,UA
 Spy , Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham,250644,Action, Comedy,N/A, $110.83M,A
 Thor , Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston,870302,Action, Fantasy,N/A, $181.03M,UA
 The Italian Job , Donald Sutherland, Mark Wahlberg, Edward Norton, Charlize Theron,377685,Action, Crime, Thriller, $106.13M,UA
 Independence Day , Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell,587182,Action, Adventure, Sci-Fi, $306.17M,UA
 Death Proof , Kurt Russell, Zoë Bell, Rosario Dawson, Vanessa Ferlito,301308,Action, Thriller,N/A,N/A,A
 Cloverfield , Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller,409215,Action, Adventure, Horror, $80.05M,A
 Oblivion , Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko,537939,Action, Adventure, Sci-Fi, $89.02M,UA
 World War Z , Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale,688449,Action, Adventure, Horror, $202.36M,UA
 Super 8 , Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney,361166,Action, Mystery, Sci-Fi, $127.00M,UA
 Ant-Man and the Wasp , Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins,426307,Action, Adventure, Comedy, $216.65M,UA
 Constantine , Keanu Reeves, Rachel Weisz, Djimon Hounsou, Shia LaBeouf,358924,Action, Fantasy, Horror, $75.98M,A
 Greyhound , Tom Hanks, Elisabeth Shue, Stephen Graham, Matt Helm,103680,Action, Drama, History,N/A,A
 Pitch Black , Radha Mitchell, Cole Hauser, Vin Diesel, Keith David,247237,Action, Horror, Sci-Fi, $39.24M,UA
 Highlander , Christopher Lambert, Sean Connery, Clancy Brown, Roxanne Hart,141025,Action, Adventure, Fantasy, $5.90M,R
 Sicario: Day of the Soldado , Benicio Del Toro, Josh Brolin, Isabela Merced, Jeffrey Donovan,156652,Action, Crime, Drama, $50.07M,UA
 Underworld , Kate Beckinsale, Scott Speedman, Shane Brolly, Michael Sheen,277296,Action, Fantasy, Thriller, $51.97M,A
 Star Trek Beyond , Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana,252028,Action, Adventure, Sci-Fi, $158.85M,UA
 Smokey and the Bandit , Burt Reynolds, Sally Field, Jerry Reed, Mike Henry,54124,Action, Adventure, Comedy, $126.74M,U
 Rush Hour , Jackie Chan, Chris Tucker, Ken Leung, Tom Wilkinson,279738,Action, Comedy, Crime, $141.15M,UA
 Hellboy II: The Golden Army , Ron Perlman, Selma Blair, Doug Jones, John Alexander,278725,Action, Adventure, Fantasy, $75.75M,UA
 Stargate , Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors,197374,Action, Adventure, Sci-Fi, $71.57M,U
 Public Enemies , Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke,310051,Action, Biography, Crime, $97.10M,A
 RED , Bruce Willis, Helen Mirren, Morgan Freeman, Mary-Louise Parker,315857,Action, Comedy, Crime, $90.38M,UA
 Den of Thieves , Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent,117913,Action, Crime, Drama, $44.95M,A
 Fallen , Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz,87282,Action, Crime, Drama, $25.19M,A
 Rambo , Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish,237894,Action, Adventure, Thriller, $42.75M,R
 Logan Lucky , Channing Tatum, Adam Driver, Daniel Craig, Farrah Mackenzie,155530,Action, Comedy, Crime, $27.78M,UA
 Bronson , Tom Hardy, Kelly Adams, Luing Andrews, Katy Barker,135946,Action, Crime, Drama, $0.10M,Not Rated
 Chronicle , Dane DeHaan, Alex Russell, Michael B. Jordan, Michael Kelly,256951,Action, Drama, Sci-Fi, $64.58M,UA
 22 Jump Street , Channing Tatum, Jonah Hill, Ice Cube, Nick Offerman,389717,Action, Comedy, Crime, $191.72M,A
9, Elijah Wood, Jennifer Connelly, Crispin Glover, Christopher Plummer,143316,Animation, Action, Adventure, $31.74M,PG-13
 The Foreigner , Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy,118568,Action, Thriller,N/A, $34.39M,A
 The Last Boy Scout , Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham,107578,Action, Comedy, Crime, $59.51M,A
 The Spy Who Loved Me , Roger Moore, Barbara Bach, Curd Jürgens, Richard Kiel,112334,Action, Adventure, Thriller, $46.80M,A
 Body of Lies , Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani,233137,Action, Drama, Thriller, $39.39M,A
 Chip 'n Dale: Rescue Rangers , Andy Samberg, John Mulaney, KiKi Layne, Will Arnett,43777,Animation, Action, Adventure,N/A,UA 7+
 Brotherhood of the Wolf , Samuel Le Bihan, Mark Dacascos, Jérémie Renier, Vincent Cassel,68769,Action, Adventure, Drama, $11.26M,R
 Filth , James McAvoy, Jamie Bell, Eddie Marsan, Imogen Poots,112435,Action, Comedy, Crime, $0.03M,A
 The Towering Inferno , Paul Newman, Steve McQueen, William Holden, Faye Dunaway,46137,Action, Drama, Thriller, $116.00M,U
 A Most Violent Year , Oscar Isaac, Jessica Chastain, David Oyelowo, Alessandro Nivola,74941,Action, Crime, Drama, $5.74M,R
 Ip Man 4: The Finale , Donnie Yen, Scott Adkins, Danny Kwok-Kwan Chan, Vanness Wu,34580,Action, Biography, Drama, $3.96M,U
 Spy Game , Robert Redford, Brad Pitt, Catherine McCormack, Stephen Dillane,161194,Action, Crime, Thriller, $0.03M,UA
 Ichi the Killer , Tadanobu Asano, Nao Ômori, Shin'ya Tsukamoto, Paulyn Sun,58120,Action, Crime, Drama, $0.02M,Not Rated
 Maverick , Mel Gibson, Jodie Foster, James Garner, Graham Greene,115282,Action, Adventure, Comedy, $101.63M,UA
 Juice , Omar Epps, Tupac Shakur, Jermaine Hopkins, Khalil Kain,28657,Action, Crime, Drama, $20.15M,R
 Thunderbolt and Lightfoot , Clint Eastwood, Jeff Bridges, George Kennedy, Geoffrey Lewis,26947,Action, Comedy, Crime, $25.00M,N/A
 Taxi , Samy Naceri, Frédéric Diefenthal, Marion Cotillard, Manuela Gourary,86293,Action, Comedy, Crime, $0.27M,U
 The War of the Worlds , Gene Barry, Ann Robinson, Les Tremayne, Robert Cornthwaite,37206,Action, Sci-Fi, Thriller, $4.36M,U
 Ip Man 3 , Donnie Yen, Lynn Xiong, Jin Zhang, Mike Tyson,57949,Action, Biography, Drama, $2.68M,UA
 Dragon: The Bruce Lee Story , Jason Scott Lee, Lauren Holly, Robert Wagner, Michael Learned,32006,Action, Biography, Drama, $35.11M,A
 An Action Hero , Ayushmann Khurrana, Jaideep Ahlawat, Neeraj Madhav, Gautam Joglekar,29521,Action, Comedy, Crime,N/A,U
 The Protector , Tony Jaa, Nathan Jones, Xing Jin, Phetthai Vongkumlao,38184,Action, Crime, Drama, $11.91M,R
 Son of Rambow , Bill Milner, Will Poulter, Jessica Hynes, Anna Wing,32531,Action, Adventure, Comedy, $1.78M,U
 Curse of the Golden Flower , Chow Yun-Fat, Gong Li, Jay Chou, Ye Liu,45124,Action, Drama, Romance, $6.57M,R
 Kabir Singh , Shahid Kapoor, Kiara Advani, Nikita Dutta, Soham Majumdar,35944,Action, Drama, Romance,N/A,A
 Sultan , Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh,49032,Action, Drama, Romance, $6.20M,UA
 Don 2 , Shah Rukh Khan, Florian Lukas, Om Puri, Priyanka Chopra Jonas,55330,Action, Crime, Thriller, $3.68M,UA
 The Warlords , Jet Li, Andy Lau, Takeshi Kaneshiro, Jinglei Xu,27389,Action, Adventure, Drama, $0.13M,R
 Main Hoon Na , Shah Rukh Khan, Sushmita Sen, Suniel Shetty, Zayed Khan,37805,Action, Comedy, Drama, $1.72M,UA
 Vikrant Rona , Sudeep, Nirup Bhandari, Neetha Ashok, Jacqueline Fernandez,27963,Action, Crime, Drama,N/A,UA 13+
 The Legend Is Born: Ip Man , Yu-Hang To, Yi Huang, Biao Yuen, Siu-Wong Fan,32544,Action, Biography, Drama,N/A,N/A
 Sisu , Jorma Tommila, Aksel Hennie, Jack Doolan, Mimosa Willamo,34410,Action, War,N/A,N/A,A
 Top Gun , Tom Cruise, Tim Robbins, Kelly McGillis, Val Kilmer,475498,Action, Drama,N/A, $179.80M,U
 The Magnificent Seven , Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio,219658,Action, Adventure, Drama, $93.43M,UA
 Conan the Barbarian , Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman,155845,Action, Adventure, Fantasy, $39.57M,A
 The Woman King , Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim,62448,Action, Drama, History, $67.33M,UA
 The Amazing Spider-Man , Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan,673904,Action, Adventure, Sci-Fi, $262.03M,UA
 Doctor Strange in the Multiverse of Madness , Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong,440456,Action, Adventure, Fantasy, $411.33M,UA
 The Last Kingdom: Seven Kings Must Die , Mark Rowley, Pekka Strang, Zoltan Andrasi, Ingrid García Jonsson,27206,Action, Drama, History,N/A,A
 Jurassic World , Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Judy Greer,657806,Action, Adventure, Sci-Fi, $652.27M,UA
 Captain America: The First Avenger , Chris Evans, Hugo Weaving, Samuel L. Jackson, Hayley Atwell,865951,Action, Adventure, Sci-Fi, $176.65M,13
 Con Air , Nicolas Cage, John Cusack, John Malkovich, Colm Meaney,308473,Action, Crime, Thriller, $101.12M,R
 Jumanji: Welcome to the Jungle , Dwayne Johnson, Karen Gillan, Kevin Hart, Jack Black,397818,Action, Adventure, Comedy, $404.52M,UA
 X-Men: Apocalypse , James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult,446407,Action, Adventure, Sci-Fi, $155.44M,UA
 The Mask , Jim Carrey, Cameron Diaz, Peter Riegert, Peter Greene,399831,Action, Comedy, Crime, $119.94M,U
 Solo: A Star Wars Story , Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover,361558,Action, Adventure, Sci-Fi, $213.77M,UA
 Mission: Impossible III , Tom Cruise, Michelle Monaghan, Ving Rhames, Philip Seymour Hoffman,367186,Action, Adventure, Thriller, $134.03M,UA
 Game Night , Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan,245070,Action, Adventure, Comedy, $69.18M,A
 Star Wars: Episode VIII - The Last Jedi , Daisy Ridley, John Boyega, Mark Hamill, Carrie Fisher,648675,Action, Adventure, Fantasy, $620.18M,UA
 Pacific Rim , Idris Elba, Charlie Hunnam, Rinko Kikuchi, Charlie Day,513838,Action, Adventure, Sci-Fi, $101.80M,UA
 A Knight's Tale , Heath Ledger, Mark Addy, Rufus Sewell, Shannyn Sossamon,193786,Action, Adventure, Romance, $56.57M,U
 Dragged Across Concrete , Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White,51145,Action, Crime, Drama,N/A,A
 Iron Man 2 , Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow, Don Cheadle,838172,Action, Sci-Fi,N/A, $312.43M,UA
 The World's End , Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike,289385,Action, Comedy, Sci-Fi, $26.00M,UA
 Robin Hood: Prince of Thieves , Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater,200831,Action, Adventure, Drama, $165.50M,U
 28 Weeks Later , Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau,283898,Action, Adventure, Horror, $28.64M,R
 National Treasure , Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean,343354,Action, Adventure, Mystery, $173.01M,U
 Atlantis: The Lost Empire , Michael J. Fox, Jim Varney, Corey Burton, Claudia Christian,126565,Animation, Action, Adventure, $84.05M,U
 Romancing the Stone , Michael Douglas, Kathleen Turner, Danny DeVito, Zack Norman,98819,Action, Adventure, Comedy, $76.57M,U
 The Hitman's Bodyguard , Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Elodie Yung,238536,Action, Comedy, Crime, $75.47M,A
 Love and Monsters , Dylan O'Brien, Jessica Henwick, Michael Rooker, Dan Ewing,134681,Action, Adventure, Comedy, $1.07M,13
 Pineapple Express , Seth Rogen, James Franco, Gary Cole, Danny McBride,348123,Action, Comedy, Crime, $87.34M,A
 Clear and Present Danger , Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida,103713,Action, Crime, Drama, $122.19M,UA
 Outlaw King , Chris Pine, Stephen Dillane, Rebecca Robin, Billy Howle,76291,Action, Biography, Drama,N/A,18
 Crank , Jason Statham, Amy Smart, Carlos Sanz, Jose Pablo Cantillo,255941,Action, Crime, Thriller, $27.83M,A
 In the Heart of the Sea , Chris Hemsworth, Cillian Murphy, Brendan Gleeson, Ben Whishaw,143371,Action, Adventure, Biography, $25.02M,18
 Clash of the Titans , Laurence Olivier, Harry Hamlin, Claire Bloom, Maggie Smith,46039,Action, Adventure, Family, $41.09M,A
 48 Hrs, Nick Nolte, Eddie Murphy, Annette O'Toole, Frank McRae,81580,Action, Comedy, Crime, $78.87M,A
 Thunderball , Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi,122604,Action, Adventure, Thriller, $63.60M,A
 The Guardian , Kevin Costner, Ashton Kutcher, Sela Ward, Melissa Sagemiller,95480,Action, Adventure, Drama, $55.01M,N/A
 Non-Stop , Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery,269809,Action, Mystery, Thriller, $92.17M,UA
 Death Wish , Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats,41355,Action, Crime, Drama, $22.00M,A
 The Edge , Anthony Hopkins, Alec Baldwin, Elle Macpherson, Harold Perrineau,76279,Action, Adventure, Drama, $27.78M,A
 The Night Comes for Us , Iko Uwais, Joe Taslim, Julie Estelle, Hannah Al Rashid,27773,Action, Crime, Thriller,N/A,18
 Westworld , Yul Brynner, Richard Benjamin, James Brolin, Norman Bartold,60750,Action, Sci-Fi, Thriller, $16.06M,U
 The Last Castle , Robert Redford, James Gandolfini, Mark Ruffalo, Steve Burton,82981,Action, Drama, Thriller, $18.21M,UA
 Repo Man , Harry Dean Stanton, Emilio Estevez, Tracey Walter, Olivia Barash,39105,Action, Comedy, Crime, $3.57M,N/A
 Legend of the Guardians: The Owls of Ga'Hoole , Jim Sturgess, Hugo Weaving, David Wenham, Emily Barclay,85309,Animation, Action, Adventure, $55.68M,U
 All Is Lost , Robert Redford,N/A,N/A,N/A,82070,Action, Adventure, Drama, $6.26M,(Banned)
 The Monster Squad , Andre Gower, Robby Kiger, Stephen Macht, Duncan Regehr,33703,Action, Comedy, Fantasy, $3.77M,N/A
 Memphis Belle , Matthew Modine, Eric Stoltz, Tate Donovan, D.B. Sweeney,29455,Action, Drama, War, $27.44M,N/A
 Free State of Jones , Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell,59790,Action, Biography, Drama, $20.76M,R
 Muppet Treasure Island , Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop,25328,Action, Adventure, Comedy, $33.61M,N/A
 Get the Gringo , Mel Gibson, Kevin Balmore, Daniel Giménez Cacho, Jesús Ochoa,109873,Action, Drama, Thriller,N/A,R
 The Big Boss , Bruce Lee, Maria Yi, James Tien, Marilyn Bautista,28205,Action, Crime, Drama, $0.04M,A
 Slow West , Kodi Smit-McPhee, Caren Pistorius, Aorere Paki, Jeffrey Thomas,46670,Action, Adventure, Drama, $0.23M,R
 Agneepath , Hrithik Roshan, Priyanka Chopra Jonas, Sanjay Dutt, Rishi Kapoor,25561,Action, Crime, Drama, $1.98M,UA
 New Police Story , Jackie Chan, Nicholas Tse, Charlie Yeung, Daniel Wu,28073,Action, Crime, Thriller,N/A,R
 Traitor , Don Cheadle, Guy Pearce, Archie Panjabi, Saïd Taghmaoui,58474,Action, Crime, Drama, $23.53M,PG-13
 Alan Partridge , Steve Coogan, Colm Meaney, Tim Key, Karl Theobald,32482,Action, Comedy, Crime, $0.15M,R
 Fan , Shah Rukh Khan, Shriya Pilgaonkar, Sayani Gupta, Waluscha D'Souza,47550,Action, Drama, Thriller, $1.36M,UA
 The Legend , Geethika, Mayilsamy, Nassar, Prabhu,29209,Action, Drama, Romance,N/A,UA
 The Fast and the Furious , Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster,401605,Action, Crime, Thriller, $144.53M,A
 Ready or Not , Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny,164408,Action, Comedy, Horror, $28.71M,A
 Hanna , Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps,202815,Action, Adventure, Drama, $40.26M,13
 Captain Marvel , Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law,580592,Action, Adventure, Sci-Fi, $426.83M,UA
 Mad Max , Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley,213657,Action, Adventure, Sci-Fi, $8.75M,U
 Aquaman , Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson,492346,Action, Adventure, Fantasy, $335.06M,UA
 Bad Boys , Will Smith, Martin Lawrence, Lisa Boyle, Michael Taliferro,275273,Action, Comedy, Crime, $65.81M,A
 TRON: Legacy , Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner,345823,Action, Adventure, Sci-Fi, $172.06M,U
 The Maze Runner , Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster,484505,Action, Mystery, Sci-Fi, $102.43M,UA
 Spectre , Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes,451418,Action, Adventure, Thriller, $200.07M,UA
 Unstoppable , Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee,202209,Action, Thriller,N/A, $81.56M,UA
 Boss Level , Frank Grillo, Mel Gibson, Naomi Watts, Michelle Yeoh,73122,Action, Adventure, Comedy,N/A,N/A
 The Transporter , Jason Statham, Shu Qi, Matt Schulze, François Berléand,311349,Action, Crime, Thriller, $25.30M,A
 Men in Black 3 , Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement,373605,Action, Adventure, Comedy, $179.02M,UA
 Bloodsport , Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton,89221,Action, Biography, Drama, $11.81M,A
 Thor: The Dark World , Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård,700647,Action, Adventure, Fantasy, $206.36M,UA
 What Happened to Monday , Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari,128499,Action, Crime, Fantasy,N/A,A
 The Book of Eli , Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman,327498,Action, Adventure, Drama, $94.84M,A
 Young Guns , Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Charlie Sheen,64783,Action, Drama, Western, $45.66M,UA
 The Island , Scarlett Johansson, Ewan McGregor, Djimon Hounsou, Steve Buscemi,321260,Action, Sci-Fi, Thriller, $35.82M,UA
 Patriot Games , Harrison Ford, Sean Bean, Anne Archer, Patrick Bergin,116300,Action, Thriller,N/A, $83.29M,A
 Hellboy , Ron Perlman, Doug Jones, Selma Blair, John Hurt,338826,Action, Adventure, Fantasy, $59.62M,UA
 Logan's Run , Michael York, Jenny Agutter, Richard Jordan, Roscoe Lee Browne,58954,Action, Adventure, Sci-Fi, $25.00M,U
 Ghostbusters , Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones,237259,Action, Comedy, Fantasy, $128.34M,UA
 The Mask of Zorro , Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, José María de Tavira,191099,Action, Adventure, Comedy, $94.10M,UA
 News of the World , Tom Hanks, Helena Zengel, Tom Astor, Travis Johnson,91447,Action, Adventure, Drama,N/A,16
 Chappie , Sharlto Copley, Dev Patel, Hugh Jackman, Sigourney Weaver,260000,Action, Crime, Drama, $31.57M,UA
 The Score , Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett,130941,Action, Crime, Drama, $71.07M,UA
 The Long Kiss Goodnight , Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko,82510,Action, Crime, Drama, $33.33M,A
 The Outpost , Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy,37267,Action, Drama, History,N/A,A
 Spies in Disguise , Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado,52771,Animation, Action, Adventure, $66.76M,U
 Superman II , Gene Hackman, Christopher Reeve, Margot Kidder, Ned Beatty,111023,Action, Adventure, Sci-Fi, $108.19M,U
 You Only Live Twice , Sean Connery, Akiko Wakabayashi, Mie Hama, Tetsurô Tanba,113379,Action, Adventure, Thriller, $43.08M,A
 Dog Soldiers , Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham,62945,Action, Horror, Thriller,N/A,A
 Four Brothers , Mark Wahlberg, Tyrese Gibson, André 3000, Garrett Hedlund,151849,Action, Crime, Drama, $74.49M,UA
 Innerspace , Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy,62689,Action, Adventure, Comedy, $25.89M,U
 Shin Godzilla , Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren Ôsugi,29819,Action, Drama, Horror, $1.92M,Not Rated
 Street Kings , Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans,116771,Action, Crime, Thriller, $26.42M,R
 Three Steps Above Heaven , Mario Casas, María Valverde, Álvaro Cervantes, Marina Salas,27383,Action, Drama, Romance,N/A,N/A
 Green Zone , Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor,139841,Action, Drama, Thriller, $35.05M,A
 Unknown , Liam Neeson, Diane Kruger, January Jones, Aidan Quinn,265442,Action, Mystery, Thriller, $63.69M,UA
 Tristan + Isolde , James Franco, Sophia Myles, Rufus Sewell, David O'Hara,53509,Action, Drama, Romance, $14.73M,PG-13
 El Mariachi , Carlos Gallardo, Consuelo Gómez, Jaime de Hoyos, Peter Marquardt,69344,Action, Crime, Thriller, $2.04M,R
