Movie Name,Star 1,Star 2,Star 3,Star 4,Votes,Genre 1,Genre 2,Genre 3,Gross Collection,Certification
 X-Men Origins: Wolverine , Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston,516033,Action, Sci-Fi,N/A, $179.88M,UA
 Peppermint , Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba,67536,Action, Thriller,N/A, $35.42M,A
 Mr, Brad Pitt, Angelina Jolie, Adam Brody, Vince Vaughn,512841,Action, Comedy, Crime, $186.34M,16
 Mandy , Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy,83883,Action, Fantasy, Horror, $1.21M,Not Rated
 Under Siege , Steven Seagal, Gary Busey, Tommy Lee Jones, Erika Eleniak,91370,Action, Thriller,N/A, $83.36M,A
 12 Strong , Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban,86461,Action, Drama, History, $45.82M,A
 Cliffhanger , Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner,134715,Action, Adventure, Thriller, $84.05M,A
 U, Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano,109553,Action, Crime, Thriller, $57.17M,A
 Terminator Salvation , Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood,369268,Action, Adventure, Sci-Fi, $125.32M,UA
 The Man in the Iron Mask , Leonardo DiCaprio, Jeremy Irons, John Malkovich, Gérard Depardieu,172771,Action, Adventure, Drama, $56.97M,A
 The Mechanic , Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn,165456,Action, Crime, Thriller, $29.12M,A
 Nerve , Emma Roberts, Dave Franco, Emily Meade, Miles Heizer,135576,Action, Adventure, Crime, $38.58M,UA
 Sin City: A Dame to Kill For , Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt,166087,Action, Crime, Thriller, $13.76M,A
 The Chronicles of Narnia: Prince Caspian , Ben Barnes, Skandar Keynes, Georgie Henley, William Moseley,217350,Action, Adventure, Family, $141.62M,U
 Bad Boys for Life , Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig,167156,Action, Comedy, Crime, $206.31M,A
 Rambo: First Blood Part II , Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff,175492,Action, Adventure, Thriller, $150.42M,N/A
 Air Force One , Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson,202813,Action, Drama, Thriller, $172.96M,UA
 Tomorrow Never Dies , Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher,199441,Action, Adventure, Thriller, $125.33M,U
 Octopussy , Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn,109350,Action, Adventure, Thriller, $67.90M,UA
 The Rocketeer , Billy Campbell, Jennifer Connelly, Alan Arkin, Timothy Dalton,59793,Action, Adventure, Family, $46.70M,U
 The Interview , James Franco, Seth Rogen, Randall Park, Lizzy Caplan,341812,Action, Adventure, Comedy, $6.11M,UA
 Swordfish , John Travolta, Hugh Jackman, Halle Berry, Don Cheadle,191882,Action, Crime, Thriller, $69.77M,A
 Beverly Hills Cop II , Eddie Murphy, Judge Reinhold, Jürgen Prochnow, Ronny Cox,124652,Action, Comedy, Crime, $153.67M,A
 The Quick and the Dead , Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio,98561,Action, Romance, Thriller, $18.64M,A
 Diamonds Are Forever , Sean Connery, Jill St. John, Charles Gray, Lana Wood,110206,Action, Adventure, Thriller, $43.82M,U
 Never Back Down , Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet,103965,Action, Drama, Sport, $24.85M,16
 Get Smart , Steve Carell, Anne Hathaway, Alan Arkin, Dwayne Johnson,222810,Action, Adventure, Comedy, $130.32M,UA
 The Forbidden Kingdom , Jackie Chan, Jet Li, Michael Angarano, Juana Collignon,107647,Action, Adventure, Fantasy, $52.08M,U
 Executive Decision , Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt,59700,Action, Adventure, Thriller, $56.57M,U
 The Spiderwick Chronicles , Freddie Highmore, Sarah Bolger, David Strathairn, Mary-Louise Parker,99287,Action, Adventure, Drama, $71.20M,U
 Young Guns II , Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Christian Slater,37691,Action, Drama, Western, $44.14M,A
 National Treasure: Book of Secrets , Nicolas Cage, Diane Kruger, Justin Bartha, Jon Voight,245551,Action, Adventure, Mystery, $219.96M,U
 Safe , Jason Statham, Catherine Chan, Chris Sarandon, Robert John Burke,113618,Action, Crime, Thriller, $17.14M,R
 Self/less , Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley,101647,Action, Mystery, Sci-Fi, $12.28M,PG-13
 A Walk Among the Tombstones , Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook,124474,Action, Crime, Drama, $26.31M,A
 Space Cowboys , Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner,83792,Action, Adventure, Thriller, $90.46M,UA
 Underworld: Rise of the Lycans , Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh,163969,Action, Fantasy, Thriller, $45.80M,A
 The International , Clive Owen, Naomi Watts, Armin Mueller-Stahl, Ulrich Thomsen,97482,Action, Crime, Drama, $25.45M,A
 Cellular , Kim Basinger, Chris Evans, Jason Statham, William H. Macy,103189,Action, Crime, Thriller, $32.00M,PG-13
 The Four Feathers , Heath Ledger, Wes Bentley, Kate Hudson, Mohamed Bouich,34870,Action, Adventure, Drama, $18.31M,PG-13
 Batman: The Movie , Adam West, Burt Ward, Lee Meriwether, Cesar Romero,34558,Action, Adventure, Comedy,N/A,N/A
 Ladder 49 , Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick,58621,Action, Drama, Thriller, $74.54M,UA
 Premium Rush , Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy,116311,Action, Crime, Thriller, $20.28M,UA
 Hostage , Bruce Willis, Kevin Pollak, Serena Scott Thomas, Jimmy Bennett,112217,Action, Crime, Drama, $34.64M,A
 Heist , Gene Hackman, Rebecca Pidgeon, Danny DeVito, Delroy Lindo,38139,Action, Crime, Drama, $0.05M,R
 The Grandmaster , Tony Leung Chiu-wai, Ziyi Zhang, Jin Zhang, Chang Chen,35569,Action, Biography, Drama, $6.59M,PG-13
 Space Sweepers , Song Joong-ki, Kim Tae-ri, Jin Seon-kyu, Hae-Jin Yoo,27164,Action, Adventure, Drama,N/A,16
 Flyboys , James Franco, Jean Reno, Jennifer Decker, Scott Hazell,43589,Action, Drama, History, $13.08M,PG-13
 Spartan , Val Kilmer, Derek Luke, William H. Macy, Tia Texada,32524,Action, Crime, Drama, $4.43M,R
 War , Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana,29541,Action, Adventure, Thriller,N/A,UA
 Dhoom 2 , Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra,28300,Action, Crime, Thriller, $2.64M,UA
 Taxi 2 , Samy Naceri, Frédéric Diefenthal, Emma Wiklund, Marion Cotillard,57408,Action, Comedy, Crime, $0.73M,UA
 District 13: Ultimatum , Cyril Raffaelli, David Belle, Philippe Torreton, Daniel Duval,45500,Action, Crime, Thriller, $0.04M,UA
 Conquest 1453 , Devrim Evin, Ibrahim Celikkol, Dilek Serbest, Cengiz Coskun,58608,Action, Drama, History, $0.07M,N/A
 The Expendables , Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren,353596,Action, Adventure, Thriller, $103.07M,A
 Valerian and the City of a Thousand Planets , Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna,189013,Action, Adventure, Fantasy, $41.19M,UA
 The Day After Tomorrow , Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok,460539,Action, Adventure, Sci-Fi, $186.74M,U
 Last Action Hero , Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance,157617,Action, Adventure, Comedy, $50.02M,U
 Twister , Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz,203265,Action, Adventure, Thriller, $241.72M,UA
 Escape Room , Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine,131725,Action, Adventure, Horror, $57.01M,A
 Salt , Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski,321851,Action, Thriller,N/A, $118.31M,UA
 Batman v Superman: Dawn of Justice , Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg,712988,Action, Adventure, Sci-Fi, $330.36M,UA
 Greenland , Gerard Butler, Morena Baccarin, Roger Dale Floyd, Scott Glenn,124168,Action, Thriller,N/A,N/A,UA
 Lucy , Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked,512719,Action, Sci-Fi, Thriller, $126.66M,A
 Angel Has Fallen , Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Boy Williams,103400,Action, Thriller,N/A, $69.03M,UA
 The Mummy Returns , Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo,335390,Action, Adventure, Fantasy, $202.02M,A
 Pain & Gain , Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub,222894,Action, Comedy, Crime, $49.88M,15+
 The Vault , Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham,28211,Action, Adventure, Thriller,N/A,R
 Godzilla , Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe,423492,Action, Adventure, Sci-Fi, $200.68M,UA
 Army of Thieves , Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin,82412,Action, Comedy, Crime,N/A,16
 The Sum of All Fears , Ben Affleck, Morgan Freeman, Ian Mongrain, Russell Bobbitt,120538,Action, Drama, Thriller, $118.91M,A
 Riddick , Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà,173031,Action, Adventure, Sci-Fi, $42.03M,A
 Tomorrowland , George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy,186522,Action, Adventure, Family, $93.44M,PG
 Alien³ , Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann,308067,Action, Horror, Sci-Fi, $55.47M,R
 Now You See Me 2 , Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco,303832,Action, Adventure, Comedy, $65.08M,UA
 Need for Speed , Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi,174444,Action, Adventure, Crime, $43.58M,UA
 The Punisher , Thomas Jane, John Travolta, Samantha Mathis, Laura Harring,164944,Action, Crime, Drama, $33.81M,A
 The Three Musketeers , Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt,57016,Action, Adventure, Romance, $53.90M,U
 Predators , Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga,237219,Action, Adventure, Fantasy, $52.00M,A
 Savages , Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro,132368,Action, Crime, Drama, $47.38M,A
 Death Race , Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane,213885,Action, Sci-Fi, Thriller, $36.32M,A
 Hancock , Will Smith, Charlize Theron, Jason Bateman, Jae Head,495698,Action, Comedy, Drama, $227.95M,UA
 Revenge , Matilda Anna Ingrid Lutz, Kevin Janssens, Vincent Colombe, Guillaume Bouchède,45790,Action, Drama, Horror, $0.10M,18
 Monsters vs, Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen,169300,Animation, Action, Adventure, $198.35M,U
 Colombiana , Zoe Saldana, Michael Vartan, Callum Blue, Jordi Mollà,104200,Action, Drama, Thriller, $36.67M,A
 The Angry Birds Movie 2 , Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader,32199,Animation, Action, Adventure, $41.66M,U
 The World Is Not Enough , Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards,205057,Action, Adventure, Thriller, $126.94M,A
 Darkman , Liam Neeson, Frances McDormand, Colin Friels, Larry Drake,67250,Action, Sci-Fi, Thriller, $33.88M,UA
 Act of Valor , Alex Veadov, Roselyn Sanchez, Nestor Serrano, Rorke Denver,70411,Action, Adventure, Thriller, $70.01M,R
 Rat Race , Breckin Meyer, Amy Smart, Whoopi Goldberg, Vince Vieluf,119530,Action, Adventure, Comedy, $56.62M,PG-13
 The Lone Ranger , Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson,239444,Action, Adventure, Western, $89.30M,UA
 DragonHeart , Dennis Quaid, Sean Connery, Dina Meyer, Pete Postlethwaite,99647,Action, Adventure, Fantasy, $51.37M,UA
 Kickboxer , Jean-Claude Van Damme, Dennis Alexio, Dennis Chan, Michel Qissi,58082,Action, Sport, Thriller, $14.70M,U
 Tango & Cash , Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance,109675,Action, Comedy, Crime, $63.41M,UA
 The Purge: Anarchy , Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez,156914,Action, Horror, Sci-Fi, $71.96M,R
 Black Death , Eddie Redmayne, Sean Bean, Carice van Houten, Kimberley Nixon,49728,Action, Drama, History, $0.02M,R
 Let's Be Cops , Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev,137236,Action, Comedy, Crime, $82.39M,R
 The Taking of Pelham 123 , Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj,202432,Action, Crime, Thriller, $65.45M,UA
 Star Trek: Nemesis , Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,81762,Action, Adventure, Sci-Fi, $43.25M,Not Rated
 Lock Up , Sylvester Stallone, Donald Sutherland, John Amos, Sonny Landham,44765,Action, Crime, Drama, $22.10M,U
 Behind Enemy Lines , Gene Hackman, Owen Wilson, Gabriel Macht, Charles Malik Whitfield,109039,Action, Drama, Thriller, $59.07M,UA
 Daybreakers , Ethan Hawke, Willem Dafoe, Sam Neill, Harriet Minto-Day,131755,Action, Horror, Sci-Fi, $30.10M,R
 Killer Elite , Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell,133033,Action, Crime, Thriller, $25.12M,R
 Live by Night , Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina,58596,Action, Crime, Drama, $10.38M,R
 Kill List , Neil Maskell, MyAnna Buring, Harry Simpson, Michael Smiley,42859,Action, Crime, Horror, $0.03M,N/A
 The Jackal , Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora,120674,Action, Crime, Drama, $54.93M,A
 Faster , Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez,109936,Action, Crime, Drama, $23.24M,12+
 The Siege , Denzel Washington, Bruce Willis, Annette Bening, Tony Shalhoub,75438,Action, Thriller,N/A, $40.98M,A
 Blood Father , Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks,66057,Action, Crime, Drama,N/A,R
 Shaft , Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall,56118,Action, Comedy, Crime, $21.36M,UA
 Star Trek: Insurrection , Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,77447,Action, Adventure, Sci-Fi, $70.12M,UA
 Batman: The Killing Joke , Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise,59291,Animation, Action, Crime, $3.78M,UA
 Chaos , Jason Statham, Ryan Phillippe, Wesley Snipes, Henry Czerny,56218,Action, Crime, Drama,N/A,R
 Last Man Standing , Bruce Willis, Bruce Dern, William Sanderson, Christopher Walken,59573,Action, Crime, Drama, $17.60M,A
 Here Comes the Boom , Kevin James, Salma Hayek, Henry Winkler, Greg Germann,93509,Action, Comedy, Sport, $45.29M,PG
 Just Cause , Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood,28301,Action, Crime, Drama, $36.85M,R
 Black and Blue , Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter,25256,Action, Thriller,N/A, $22.06M,A
 The Omega Man , Charlton Heston, Anthony Zerbe, Rosalind Cash, Paul Koslo,32826,Action, Drama, Sci-Fi, $8.72M,A
 From Paris with Love , John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden,119423,Action, Crime, Thriller, $23.98M,R
 Snitch , Dwayne Johnson, Susan Sarandon, Jon Bernthal, Rafi Gavron,90445,Action, Drama, Thriller, $42.93M,UA
 Contraband , Mark Wahlberg, Giovanni Ribisi, Kate Beckinsale, Robert Wahlberg,124690,Action, Adventure, Crime, $66.53M,A
 How I Live Now , Saoirse Ronan, Tom Holland, George MacKay, Harley Bird,31246,Action, Adventure, Drama, $0.06M,R
 The Rover , Guy Pearce, Robert Pattinson, Scoot McNairy, David Field,49837,Action, Crime, Drama, $1.11M,R
 Basic , John Travolta, Samuel L. Jackson, Connie Nielsen, Tim Daly,64559,Action, Crime, Drama, $26.54M,R
 The Prophecy , Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz,32192,Action, Crime, Drama, $16.12M,R
 Final Fantasy: The Spirits Within , Alec Baldwin, Steve Buscemi, Ming-Na Wen, Ving Rhames,83078,Animation, Action, Adventure, $32.13M,U
 Dead Man Down , Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard,69146,Action, Crime, Drama, $10.88M,R
 Blood Work , Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus,46399,Action, Crime, Drama, $26.20M,R
 Son of a Gun , Ewan McGregor, Brenton Thwaites, Alicia Vikander, Brendan Kerkvliet,28866,Action, Crime, Drama, $0.00M,R
 Night Watch , Konstantin Khabenskiy, Vladimir Menshov, Mariya Poroshina, Valeriy Zolotukhin,54694,Action, Fantasy, Horror, $1.49M,R
 Ned Kelly , Heath Ledger, Orlando Bloom, Geoffrey Rush, Naomi Watts,27588,Action, Adventure, Biography, $0.07M,R
 Resident Evil: Degeneration , Paul Mercier, Alyson Court, Laura Bailey, Roger Craig Smith,32195,Animation, Action, Horror,N/A,R
 Day Watch , Konstantin Khabenskiy, Mariya Poroshina, Vladimir Menshov, Galina Tyunina,34919,Action, Fantasy, Horror, $0.45M,R
 Redirected , Vinnie Jones, Scot Williams, Gil Darnell, Oliver Jackson,34327,Action, Comedy, Crime,N/A,N/A
 Operation Fortune: Ruse de Guerre , Jason Statham, Aubrey Plaza, Cary Elwes, Hugh Grant,58169,Action, Comedy, Thriller,N/A,A
 Dune , Kyle MacLachlan, Virginia Madsen, Francesca Annis, Leonardo Cimino,166057,Action, Adventure, Sci-Fi, $30.93M,U
 Spider-Man 3 , Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church,609254,Action, Adventure, Sci-Fi, $336.53M,UA
 Black Adam , Dwayne Johnson, Aldis Hodge, Pierce Brosnan, Noah Centineo,247843,Action, Adventure, Fantasy, $168.15M,UA
 Uncharted , Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali,229112,Action, Adventure,N/A, $148.65M,UA
 Eternals , Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek,360378,Action, Adventure, Fantasy, $164.87M,UA
 Knight and Day , Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà,202817,Action, Adventure, Comedy, $76.42M,UA
 The King's Man , Ralph Fiennes, Gemma Arterton, Rhys Ifans, Harris Dickinson,158522,Action, Adventure, Thriller, $37.18M,15+
 The Last Stand , Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro,142524,Action, Thriller, Western, $12.05M,A
 Red Notice , Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya,291825,Action, Comedy, Thriller,N/A,13
 The Angry Birds Movie , Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph,97896,Animation, Action, Adventure, $107.51M,UA
 Run Hide Fight , Isabel May, Radha Mitchell, Thomas Jane, Eli Brown,25403,Action, Crime, Drama,N/A,N/A
 Tomb Raider , Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu,219899,Action, Adventure, Fantasy, $58.25M,UA
 Godzilla vs, Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry,220457,Action, Sci-Fi, Thriller, $100.92M,UA
 Terminator Genisys , Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney,284795,Action, Adventure, Sci-Fi, $89.76M,UA
 Ocean's Eight , Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling,229747,Action, Comedy, Crime, $140.22M,UA
 Waterworld , Kevin Costner, Jeanne Tripplehorn, Dennis Hopper, Tina Majorino,202518,Action, Adventure, Sci-Fi, $88.25M,UA
 Sky High , Kurt Russell, Kelly Preston, Michael Angarano, Danielle Panabaker,90955,Action, Comedy, Family, $63.95M,U
 Terminator 3: Rise of the Machines , Arnold Schwarzenegger, Nick Stahl, Kristanna Loken, Claire Danes,408144,Action, Sci-Fi,N/A, $150.37M,UA
 Miss Congeniality , Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen,219194,Action, Comedy, Crime, $106.81M,A
 Polar , Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren,94363,Action, Thriller,N/A,N/A,18
 White House Down , Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke,228748,Action, Drama, Thriller, $73.10M,UA
 Scouts Guide to the Zombie Apocalypse , Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont,52597,Action, Comedy, Horror, $3.64M,Not Rated
 Ghost in the Shell , Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche,220944,Action, Crime, Drama, $40.56M,U
 The Bodyguard , Kevin Costner, Whitney Houston, Gary Kemp, Bill Cobbs,141398,Action, Drama, Music, $121.95M,UA
 The Shallows , Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas,138009,Action, Drama, Horror, $55.12M,A
 Transporter 2 , Jason Statham, Amber Valletta, Kate Nauta, Alessandro Gassmann,208612,Action, Crime, Thriller, $43.10M,A
 Central Intelligence , Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan,200788,Action, Comedy, Crime, $127.44M,UA
 King Arthur , Clive Owen, Stephen Dillane, Keira Knightley, Ioan Gruffudd,171899,Action, Adventure, Drama, $51.88M,UA
 Red Dawn , Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen,60224,Action, Drama, Thriller, $38.38M,U
 Jack the Giant Slayer , Nicholas Hoult, Stanley Tucci, Ewan McGregor, Bill Nighy,142797,Action, Adventure, Fantasy, $65.19M,UA
 Surrogates , Bruce Willis, Radha Mitchell, Ving Rhames, Rosamund Pike,177781,Action, Sci-Fi, Thriller, $38.58M,UA
 Maze Runner: The Scorch Trials , Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito,261383,Action, Adventure, Sci-Fi, $81.70M,UA
 Bright , Will Smith, Joel Edgerton, Noomi Rapace, Edgar Ramírez,195216,Action, Fantasy, Thriller,N/A,18
 Spectral , James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini,61831,Action, Adventure, Sci-Fi,N/A,16
 Once Upon a Time in Mexico , Antonio Banderas, Salma Hayek, Johnny Depp, Willem Dafoe,166046,Action, Crime, Thriller, $56.36M,UA
 Death Wish , Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone,74143,Action, Crime, Drama, $34.02M,UA
 A View to a Kill , Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones,101243,Action, Adventure, Thriller, $50.33M,UA
 Guns Akimbo , Daniel Radcliffe, Samara Weaving, Ned Dennehy, Natasha Liu Bordizzo,64902,Action, Comedy, Crime,N/A,A
 Predator 2 , Danny Glover, Gary Busey, Kevin Peter Hall, Rubén Blades,174894,Action, Horror, Sci-Fi, $30.67M,R
 The Collector , Josh Stewart, Andrea Roth, Juan Fernández, William Prael,68593,Action, Horror, Thriller, $7.71M,R
 Beowulf , Ray Winstone, Crispin Glover, Angelina Jolie, Robin Wright,170932,Animation, Action, Adventure, $82.16M,A
 Every Which Way But Loose , Clint Eastwood, Sondra Locke, Geoffrey Lewis, Beverly D'Angelo,28816,Action, Comedy,N/A, $106.00M,A
 #Alive , Yoo Ah-in, Park Shin-Hye, Jeon Bae-soo, Hyun-Wook Lee,43645,Action, Drama, Horror,N/A,16
 This Means War , Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger,190542,Action, Comedy, Romance, $54.76M,A
 Repo Men , Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber,108934,Action, Sci-Fi, Thriller, $13.79M,UA
 Criminal , Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman,68250,Action, Sci-Fi, Thriller, $14.27M,UA
 The Commuter , Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks,119807,Action, Mystery, Thriller, $36.34M,UA
 The Black Cauldron , Grant Bardsley, Freddie Jones, Susan Sheridan, Nigel Hawthorne,38450,Animation, Action, Adventure, $21.29M,U
 Revolver , Jason Statham, Ray Liotta, André 3000, Vincent Pastore,99195,Action, Crime, Drama, $0.08M,R
 Sand Castle , Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell,25340,Action, Drama, War,N/A,16+
 The Take , Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly,47078,Action, Crime, Drama, $0.04M,R
 Entrapment , Sean Connery, Catherine Zeta-Jones, Ving Rhames, Will Patton,120367,Action, Crime, Romance, $87.70M,U
 Osmosis Jones , Laurence Fishburne, Chris Rock, David Hyde Pierce, Brandy Norwood,37422,Animation, Action, Adventure, $13.60M,PG
 Paycheck , Ben Affleck, Aaron Eckhart, Uma Thurman, Michael C. Hall,110958,Action, Mystery, Sci-Fi, $53.79M,UA
 Centurion , Michael Fassbender, Dominic West, Olga Kurylenko, Andreas Wisniewski,84515,Action, Drama, History, $0.12M,R
 My Spy , Dave Bautista, Chloe Coleman, Parisa Fitz-Henley, Kristen Schaal,32500,Action, Comedy,N/A,N/A,UA
 Johnny English Reborn , Rowan Atkinson, Rosamund Pike, Dominic West, Roger Barclay,135581,Action, Adventure, Comedy, $8.31M,UA
 The November Man , Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich,69263,Action, Thriller,N/A, $24.98M,A
 The American , George Clooney, Paolo Bonacelli, Violante Placido, Irina Björklund,99978,Action, Crime, Drama, $35.61M,A
 Ninja Assassin , Rain, Rick Yune, Naomie Harris, Joon Lee,73901,Action, Thriller,N/A, $38.11M,R
 The Dead Pool , Clint Eastwood, Liam Neeson, Patricia Clarkson, Evan C. Kim,47411,Action, Crime, Mystery, $37.90M,A
 Triple 9 , Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul,74506,Action, Crime, Thriller, $12.63M,R
 Unlocked , Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich,37082,Action, Thriller,N/A,N/A,UA
 Blue Streak , Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle,86073,Action, Comedy, Crime, $68.52M,UA
 Underworld: Awakening , Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea,157902,Action, Fantasy, Horror, $62.32M,A
 Mr, Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone,58173,Action, Comedy, Romance, $0.03M,R
 Free Fire , Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy,48325,Action, Comedy, Crime, $1.80M,UA
 Assault on Precinct 13 , Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello,80469,Action, Crime, Drama, $19.98M,R
 Assassins , Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov,85884,Action, Crime, Thriller, $30.31M,A
 Risen , Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis,29588,Action, Drama, History, $36.87M,UA
 Escape from the Planet of the Apes , Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy,37027,Action, Sci-Fi,N/A, $12.30M,U
